price,country,rating,reviews,Region,skills_list,level,categories,skills_list_standardization,Extracted_Skills_from_description_list
10,Bangladesh,0.0,0,Asia,"['DeliveryFood', 'DeliveryFreelanceInspectionsLocal', 'Job']",0,['Other'],"['Delivery', 'Food', 'Delivery', 'Freelance', 'Inspections', 'Local', 'Job']","[' logo', 'logo', ' experience', ' design', ' years', ' working', ' client']"
5,India,0.0,0,Asia,['HTMLHTML5JavaScriptMongoDBNext.js'],0,['Programming'],"['Java', 'Script', 'Mongo', 'Next', 'js']","['developer', ' developer', ' skills', ' using', ' work', ' designs', ' client', ' design', ' applications', ' user', ' web', ' professional']"
6,Germany,0.0,0,Europe,"['AccountingArabic', 'TranslatorEnglish (US)', 'TranslatorERPIntuit', 'QuickBooks']",0,"['Translation', 'Finance']","['Accounting', 'Arabic', 'Translator', 'English', 'Translator', 'Intuit', 'Quick', 'Books']","[' services', ' expertise', ' projects', ' data', 'years', ' working']"
850,India,0.0,0,Asia,"['ClickUpData', 'EntryProduct', 'ManagementSoftware', 'TestingTest', 'Automation']",0,['Programming'],"['Click', 'Up', 'Data', 'Entry', 'Product', 'Management', 'Software', 'Testing', 'Test', 'Automation']",['']
10,Brazil,0.0,0,South America,"['C', 'ProgrammingC++', 'Programming3D', 'DesignArduinoComputer', 'Vision']",0,['Graphic Design'],"['Programming', 'Programming', 'Design', 'Arduino', 'Computer', 'Vision']","[' working', 'design', ' time']"
30,Indonesia,0.0,0,Asia,"['Adobe', 'PhotoshopBanner', 'DesignBrochure', 'DesignCreative', 'Design']",0,['Graphic Design'],"['Adobe', 'Photoshop', 'Banner', 'Design', 'Brochure', 'Design', 'Creative', 'Design']",['']
15,Kenya,0.0,0,Africa,"['AI', 'WritingArtificial', 'IntelligenceBuilding', 'ArchitectureCodingCopywriting']",0,"['Content Writing', 'Programming']","['Writing', 'Artificial', 'Intelligence', 'Building', 'Architecture', 'Coding', 'Copywriting']","['help', ' project']"
8,Pakistan,0.0,0,Asia,"['AccountingAuditBank', 'ReconciliationBookkeepingBusiness', 'Plans']",0,['Finance'],"['Accounting', 'Audit', 'Bank', 'Reconciliation', 'Bookkeeping', 'Business', 'Plans']","[' management', ' services', ' Business', 'working', ' experience', ' years', ' business']"
25,India,0.0,0,Asia,"['3D', 'Design3D', 'RenderingAdobe', 'PhotoshopApp', 'DesignBanner', 'Design']",0,['Graphic Design'],"['Design', 'Rendering', 'Adobe', 'Photoshop', 'App', 'Design', 'Banner', 'Design']","['User', ' website', ' design']"
5,India,0.0,0,Asia,"['MySQLOpen', 'CartPHPResearch', 'WritingTranslation']",0,"['Translation', 'Content Writing']","['My', 'Open', 'Cart', 'Research', 'Writing', 'Translation']","['Expert', ' creating', ' professional', ' Developer', ' experience', ' years', ' WordPress']"
6,Romania,0.0,0,Europe,"['Article', 'RewritingArticle', 'WritingContent', 'Writing']",0,['Content Writing'],"['Article', 'Rewriting', 'Article', 'Writing', 'Content', 'Writing']","['content', ' content', ' SEO', ' expertise', ' experience', ' project']"
10,Indonesia,0.0,0,Asia,"['Adobe', 'PhotoshopData', 'EntryExcelGoogle', 'DocsGoogle', 'Sheets']",0,"['Graphic Design', 'Finance']","['Adobe', 'Photoshop', 'Data', 'Entry', 'Excel', 'Google', 'Docs', 'Google', 'Sheets']","[' working', ' experience', 'experience', ' clients']"
10,Pakistan,0.0,0,Asia,"['CopywritingData', 'EntryData', 'ProcessingEditingExcel']",0,"['Content Writing', 'Finance']","['Copywriting', 'Data', 'Entry', 'Data', 'Processing', 'Editing', 'Excel']","[' data', 'expertise']"
15,Kenya,0.0,0,Africa,"['AI', 'WritingArtificial', 'IntelligenceBuilding', 'ArchitectureCodingCopywriting']",0,"['Content Writing', 'Programming']","['Writing', 'Artificial', 'Intelligence', 'Building', 'Architecture', 'Coding', 'Copywriting']","['help', ' project']"
25,India,0.0,0,Asia,"['3D', 'Design3D', 'RenderingAdobe', 'PhotoshopApp', 'DesignBanner', 'Design']",0,['Graphic Design'],"['Design', 'Rendering', 'Adobe', 'Photoshop', 'App', 'Design', 'Banner', 'Design']","['User', ' website', ' design']"
850,India,0.0,0,Asia,"['ClickUpData', 'EntryProduct', 'ManagementSoftware', 'TestingTest', 'Automation']",0,['Programming'],"['Click', 'Up', 'Data', 'Entry', 'Product', 'Management', 'Software', 'Testing', 'Test', 'Automation']",['']
30,Indonesia,0.0,0,Asia,"['Adobe', 'PhotoshopBanner', 'DesignBrochure', 'DesignCreative', 'Design']",0,['Graphic Design'],"['Adobe', 'Photoshop', 'Banner', 'Design', 'Brochure', 'Design', 'Creative', 'Design']",['']
10,Brazil,0.0,0,South America,"['C', 'ProgrammingC++', 'Programming3D', 'DesignArduinoComputer', 'Vision']",0,['Graphic Design'],"['Programming', 'Programming', 'Design', 'Arduino', 'Computer', 'Vision']","[' working', 'design', ' time']"
6,Romania,0.0,0,Europe,"['Article', 'RewritingArticle', 'WritingContent', 'Writing']",0,['Content Writing'],"['Article', 'Rewriting', 'Article', 'Writing', 'Content', 'Writing']","['content', ' content', ' SEO', ' expertise', ' experience', ' project']"
5,India,0.0,0,Asia,"['MySQLOpen', 'CartPHPResearch', 'WritingTranslation']",0,"['Translation', 'Content Writing']","['My', 'Open', 'Cart', 'Research', 'Writing', 'Translation']","['Expert', ' creating', ' professional', ' Developer', ' experience', ' years', ' WordPress']"
10,Indonesia,0.0,0,Asia,"['Adobe', 'PhotoshopData', 'EntryExcelGoogle', 'DocsGoogle', 'Sheets']",0,"['Graphic Design', 'Finance']","['Adobe', 'Photoshop', 'Data', 'Entry', 'Excel', 'Google', 'Docs', 'Google', 'Sheets']","[' working', ' experience', 'experience', ' clients']"
500,South Africa,0.0,0,Africa,"['Test', 'Strategy', 'WritingTranslation']",0,"['Translation', 'Content Writing']","['Test', 'Strategy', 'Writing', 'Translation']",['']
10,Pakistan,0.0,0,Asia,"['CopywritingData', 'EntryData', 'ProcessingEditingExcel']",0,"['Content Writing', 'Finance']","['Copywriting', 'Data', 'Entry', 'Data', 'Processing', 'Editing', 'Excel']","[' data', 'expertise']"
30,Indonesia,0.0,0,Asia,"['Adobe', 'PhotoshopBanner', 'DesignBrochure', 'DesignCreative', 'Design']",0,['Graphic Design'],"['Adobe', 'Photoshop', 'Banner', 'Design', 'Brochure', 'Design', 'Creative', 'Design']",['']
5,India,0.0,0,Asia,"['MySQLOpen', 'CartPHPResearch', 'WritingTranslation']",0,"['Translation', 'Content Writing']","['My', 'Open', 'Cart', 'Research', 'Writing', 'Translation']","['Expert', ' creating', ' professional', ' Developer', ' experience', ' years', ' WordPress']"
10,Indonesia,0.0,0,Asia,"['Adobe', 'PhotoshopData', 'EntryExcelGoogle', 'DocsGoogle', 'Sheets']",0,"['Graphic Design', 'Finance']","['Adobe', 'Photoshop', 'Data', 'Entry', 'Excel', 'Google', 'Docs', 'Google', 'Sheets']","[' working', ' experience', 'experience', ' clients']"
500,South Africa,0.0,0,Africa,"['Test', 'Strategy', 'WritingTranslation']",0,"['Translation', 'Content Writing']","['Test', 'Strategy', 'Writing', 'Translation']",['']
10,Pakistan,0.0,0,Asia,"['CopywritingData', 'EntryData', 'ProcessingEditingExcel']",0,"['Content Writing', 'Finance']","['Copywriting', 'Data', 'Entry', 'Data', 'Processing', 'Editing', 'Excel']","[' data', 'expertise']"
8,Bangladesh,0.0,0,Asia,"['Conversion', 'Rate', 'OptimizationGoogle', 'AdwordsGoogle', 'SearchGoogle', 'Shopping']",0,['Other'],"['Conversion', 'Rate', 'Optimization', 'Google', 'Adwords', 'Google', 'Search', 'Google', 'Shopping']","[' solutions', ' Business', 'business', ' Google', ' Management', ' Expertise', ' business']"
20,Vietnam,0.0,0,Asia,"['AndroidC', 'ProgrammingC++', 'ProgrammingEmbedded', 'Software']",0,['Programming'],"['Android', 'Programming', 'Programming', 'Embedded', 'Software']",['']
15,India,0.0,0,Asia,"['.NET', 'CoreAndroidAngularASP.NET', 'MVCBusiness', 'Intelligence']",0,['Other'],"['Core', 'Android', 'Angular', 'Business', 'Intelligence']","[' Web', ' quality', ' Custom', ' Applications', ' experience', ' development', ' client', ' web', ' project', ' Software', ' solutions', ' applications', ' Digital', ' clients', ' High', ' Business', ' help', ' software', 'years', ' Work', ' App', ' design', ' working', ' Management', ' Development', ' creating', ' services', ' Mobile', ' Project', ' business']"
15,Vietnam,0.0,0,Asia,"['Article', 'WritingBlogChemistry', 'TutoringContent', 'WritingEnglish (UK)', 'Translator']",0,"['Translation', 'Content Writing']","['Article', 'Writing', 'Blog', 'Chemistry', 'Tutoring', 'Content', 'Writing', 'English', 'Translator']","[' management', ' solutions', ' expertise', 'professional', ' work', ' Developer', ' website', ' social', ' web', ' business']"
50,United States,0.0,0,North America,['HTMLHTML5JavaScriptPHPWordPress'],0,['Programming'],"['Java', 'Script', 'Word', 'Press']","[' solutions', ' high', 'Web', ' experience', ' development', ' web']"
3,Colombia,0.0,0,South America,"['Administrative', 'SupportArticle', 'WritingAutotaskConflict', 'Resolution']",0,['Content Writing'],"['Administrative', 'Support', 'Article', 'Writing', 'Autotask', 'Conflict', 'Resolution']","[' Google', 'Google']"
5,Bangladesh,0.0,0,Asia,"['Logo', 'Design']",0,['Graphic Design'],"['Logo', 'Design']","[' Logo', ' Business', 'professional', ' skills', ' graphic', ' experience', ' design', ' designer', ' business']"
20,South Korea,0.0,0,Asia,"['Chemistry', 'TutoringCopywritingEducation &', 'TutoringEssay', 'Writing']",0,['Content Writing'],"['Chemistry', 'Tutoring', 'Copywriting', 'Education', 'Tutoring', 'Essay', 'Writing']","[' work', 'work']"
28,Kenya,0.0,0,Africa,"['3D', 'RenderingBrochure', 'DesignBuilding', 'ArchitectureInterior', 'Design']",0,"['Graphic Design', 'Programming']","['Rendering', 'Brochure', 'Design', 'Building', 'Architecture', 'Interior', 'Design']","['designer', ' solutions', ' expertise', ' work', ' design', ' user', ' project']"
10,Nigeria,0.0,0,Other,"['API', 'IntegrationAsanaAutomationClickUpCustomer', 'Service']",0,['Other'],"['Integration', 'Asana', 'Automation', 'Click', 'Up', 'Customer', 'Service']","[' management', ' projects', ' solutions', ' help', 'project', ' work', ' expert', ' experience', ' years', ' professional', ' project']"
20,United Arab Emirates,0.0,0,Middle East & North Africa,"['eCommerceFacebook', 'AdsFacebook', 'MarketingGraphic', 'Design']",0,['Graphic Design'],"['e', 'Commerce', 'Facebook', 'Ads', 'Facebook', 'Marketing', 'Graphic', 'Design']","[' Digital', 'Professional', ' quality', ' work', ' Professional', ' high', ' Services', ' Designs', ' experience', ' Quality', ' Marketing', ' project']"
10,Peru,0.0,0,South America,"['3D', 'ModellingArtificial', 'IntelligenceJavaScriptMinecraftProgramming']",0,['Programming'],"['Modelling', 'Artificial', 'Intelligence', 'Java', 'Script', 'Minecraft', 'Programming']","['software', ' PHP']"
10,India,0.0,0,Asia,"['Agile', 'Project', 'ManagementData', 'AnalyticsIT', 'Project', 'Management']",0,['Other'],"['Agile', 'Project', 'Management', 'Data', 'Analytics', 'Project', 'Management']","[' projects', ' expertise', ' data', ' software', ' years', ' experience', 'Software', ' Project', ' business', ' project']"
10,Bangladesh,0.0,0,Asia,"['Banner', 'DesignBook', 'ArtistBrochure', 'DesignBusiness', 'Card', 'Design']",0,['Graphic Design'],"['Banner', 'Design', 'Book', 'Artist', 'Brochure', 'Design', 'Business', 'Card', 'Design']","[' Business', ' work', ' graphic', ' Design', ' Graphic', ' experience', 'years', ' Adobe']"
12,India,0.0,0,Asia,"['Adobe', 'InDesignAdobe', 'LightroomBanner', 'DesignBrochure', 'Design']",0,['Graphic Design'],"['Adobe', 'In', 'Design', 'Adobe', 'Lightroom', 'Banner', 'Design', 'Brochure', 'Design']","[' Digital', ' Logo', ' expertise', ' Business', ' Mobile', ' Design', ' App', ' design', 'graphic']"
10,Nigeria,0.0,0,Other,"['API', 'IntegrationAsanaAutomationClickUpCustomer', 'Service']",0,['Other'],"['Integration', 'Asana', 'Automation', 'Click', 'Up', 'Customer', 'Service']","[' management', ' projects', ' solutions', ' help', 'project', ' work', ' expert', ' experience', ' years', ' professional', ' project']"
20,United Arab Emirates,0.0,0,Middle East & North Africa,"['eCommerceFacebook', 'AdsFacebook', 'MarketingGraphic', 'Design']",0,['Graphic Design'],"['e', 'Commerce', 'Facebook', 'Ads', 'Facebook', 'Marketing', 'Graphic', 'Design']","[' Digital', 'Professional', ' quality', ' work', ' Professional', ' high', ' Services', ' Designs', ' experience', ' Quality', ' Marketing', ' project']"
10,Peru,0.0,0,South America,"['3D', 'ModellingArtificial', 'IntelligenceJavaScriptMinecraftProgramming']",0,['Programming'],"['Modelling', 'Artificial', 'Intelligence', 'Java', 'Script', 'Minecraft', 'Programming']","['software', ' PHP']"
5,Turkey,0.0,0,Asia,"['.NETASPASP.NETC', 'ProgrammingC#', 'Programming']",0,['Other'],"['Programming', 'Programming']","[' developer', 'developer', ' solutions', ' creating', ' time', ' experience', ' development', ' working']"
10,India,0.0,0,Asia,"['Agile', 'Project', 'ManagementData', 'AnalyticsIT', 'Project', 'Management']",0,['Other'],"['Agile', 'Project', 'Management', 'Data', 'Analytics', 'Project', 'Management']","[' projects', ' expertise', ' data', ' software', ' years', ' experience', 'Software', ' Project', ' business', ' project']"
12,India,0.0,0,Asia,"['Adobe', 'InDesignAdobe', 'LightroomBanner', 'DesignBrochure', 'Design']",0,['Graphic Design'],"['Adobe', 'In', 'Design', 'Adobe', 'Lightroom', 'Banner', 'Design', 'Brochure', 'Design']","[' Digital', ' Logo', ' expertise', ' Business', ' Mobile', ' Design', ' App', ' design', 'graphic']"
20,South Korea,0.0,0,Asia,"['Chemistry', 'TutoringCopywritingEducation &', 'TutoringEssay', 'Writing']",0,['Content Writing'],"['Chemistry', 'Tutoring', 'Copywriting', 'Education', 'Tutoring', 'Essay', 'Writing']","[' work', 'work']"
18,India,0.0,0,Asia,"['AndroidAndroid', 'App', 'DevelopmentAndroid', 'UI', 'DesignApp', 'Design']",0,['Graphic Design'],"['Android', 'Android', 'App', 'Development', 'Android', 'Design', 'App', 'Design']","['designer', ' app', ' Design', ' website', ' design', ' user', ' web', ' business']"
5,Bangladesh,0.0,0,Asia,"['Banner', 'DesignBrochure', 'DesignBusiness', 'Card', 'DesignCinema 4D']",0,['Graphic Design'],"['Banner', 'Design', 'Brochure', 'Design', 'Business', 'Card', 'Design', 'Cinema']","[' Web', ' BUSINESS', 'Professional', ' quality', ' creating', ' projects', ' Designer', ' work', ' experience', ' Adobe', ' years', ' working']"
5,Pakistan,0.0,0,Asia,"['2D', 'AnimationAdobe', 'PhotoshopBanner', 'DesignBrochure', 'Design']",0,['Graphic Design'],"['Animation', 'Adobe', 'Photoshop', 'Banner', 'Design', 'Brochure', 'Design']","[' logo', ' creating', ' expertise', ' digital', ' work', ' graphic', ' designs', ' social', ' design', 'graphic', ' user', ' designer']"
5,Bangladesh,0.0,0,Asia,"['Adobe', 'IllustratorAdobe', 'RobohelpBusiness', 'Card', 'DesignFlyer', 'Design']",0,['Graphic Design'],"['Adobe', 'Illustrator', 'Adobe', 'Robohelp', 'Business', 'Card', 'Design', 'Flyer', 'Design']","[' Logo', ' services', ' expertise', ' Business', 'professional', ' help', ' work', ' Professional', ' Design', ' designs', ' Graphic', ' years', ' professional']"
5,India,0.0,0,Asia,"['Answering', 'TelephonesArticle', 'SubmissionCustomer', 'ServiceCustomer', 'Support']",0,['Content Writing'],"['Answering', 'Telephones', 'Article', 'Submission', 'Customer', 'Service', 'Customer', 'Support']",['Marketing']
10,India,0.0,0,Asia,"['Data', 'EntryExcelHTMLJavaPHP']",0,"['Programming', 'Finance']","['Data', 'Entry', 'Excel', 'Java']",['']
5,Egypt,0.0,0,Middle East & North Africa,"['Artificial', 'IntelligenceAutomationBeautifulSoupData', 'AnalyticsData', 'Extraction']",0,['Other'],"['Artificial', 'Intelligence', 'Automation', 'Beautiful', 'Soup', 'Data', 'Analytics', 'Data', 'Extraction']","[' Data', ' Services', 'Data', ' Skills']"
20,Honduras,0.0,0,North America,"['Content', 'WritingCopy', 'TypingCopywritingEditingEnglish', 'Translation']",0,"['Translation', 'Content Writing']","['Content', 'Writing', 'Copy', 'Typing', 'Copywriting', 'Editing', 'English', 'Translation']",['']
10,Indonesia,0.0,0,Asia,"['Logo', 'Design']",0,['Graphic Design'],"['Logo', 'Design']",['']
30,India,0.0,0,Asia,['BootstrapCSSHTMLJavaScriptPhotoshop'],0,"['Programming', 'Graphic Design']","['Bootstrap', 'Java', 'Script', 'Photoshop']","[' Software', 'Graphic']"
12,Indonesia,0.0,0,Asia,"['3D', 'Design3D', 'Modelling3D', 'Rendering3ds', 'MaxAdobe', 'InDesign']",3,['Graphic Design'],"['Design', 'Modelling', 'Rendering', 'ds', 'Max', 'Adobe', 'In', 'Design']","['Let', ' data', ' work', ' designs', ' years']"
395,Canada,0.0,0,North America,"['Article', 'RewritingArticle', 'WritingBook', 'WritingContent', 'WritingCreative', 'Writing']",0,['Content Writing'],"['Article', 'Rewriting', 'Article', 'Writing', 'Book', 'Writing', 'Content', 'Writing', 'Creative', 'Writing']","[' Digital', 'developer']"
10,Pakistan,0.0,0,Asia,"['3D', 'LogoBanner', 'DesignCanvaDrawing', 'ArtistGraphic', 'Design']",0,['Graphic Design'],"['Logo', 'Banner', 'Design', 'Canva', 'Drawing', 'Artist', 'Graphic', 'Design']","[' logo', ' Logo', ' expertise', 'professional', ' work', ' graphic', ' designs', ' Graphic', ' designer', ' professional']"
395,Canada,0.0,0,North America,"['Article', 'RewritingArticle', 'WritingBook', 'WritingContent', 'WritingCreative', 'Writing']",0,['Content Writing'],"['Article', 'Rewriting', 'Article', 'Writing', 'Book', 'Writing', 'Content', 'Writing', 'Creative', 'Writing']","[' Digital', 'developer']"
10,Pakistan,0.0,0,Asia,"['3D', 'LogoBanner', 'DesignCanvaDrawing', 'ArtistGraphic', 'Design']",0,['Graphic Design'],"['Logo', 'Banner', 'Design', 'Canva', 'Drawing', 'Artist', 'Graphic', 'Design']","[' logo', ' Logo', ' expertise', 'professional', ' work', ' graphic', ' designs', ' Graphic', ' designer', ' professional']"
50,Nigeria,0.0,0,Other,"['Banner', 'DesignBlog', 'DesignComputer', 'SecurityFront-end', 'Design']",0,"['Content Writing', 'Graphic Design']","['Banner', 'Design', 'Blog', 'Design', 'Computer', 'Security', 'Front', 'end', 'Design']","[' expertise', ' skills', 'Digital', ' Design', ' expert', ' Years', ' experience', ' Work', ' Management', ' client', ' professional', ' project']"
5,Pakistan,0.0,0,Asia,"['AnimationBanner', 'DesignCanvaCovers &', 'PackagingGraphic', 'Design']",0,['Graphic Design'],"['Animation', 'Banner', 'Design', 'Canva', 'Covers', 'Packaging', 'Graphic', 'Design']","[' Logo', ' expertise', ' Social', 'graphic', ' designer']"
20,Indonesia,0.0,0,Asia,"['3D', 'Design3D', 'Modelling3D', 'Rendering3D', 'VisualizationAdvertisement', 'Design']",0,['Graphic Design'],"['Design', 'Modelling', 'Rendering', 'Visualization', 'Advertisement', 'Design']","[' creating', ' software', ' design', 'graphic', ' designer', ' project']"
5,Nepal,0.0,0,Asia,"['Agile', 'Project', 'ManagementScrumSoftware', 'TestingTesting /', 'QA']",0,['Programming'],"['Agile', 'Project', 'Management', 'Scrum', 'Software', 'Testing', 'Testing']","[' solutions', ' expertise', 'Quality', ' using', ' software', ' experience', ' user']"
5,India,0.0,0,Asia,"['C', 'ProgrammingC++', 'ProgrammingCanvaCSSHTML']",0,['Other'],"['Programming', 'Programming', 'Canva']","[' web', ' software', 'data', ' expertise']"
16,Indonesia,0.0,0,Asia,"['Data', 'EntryGraphic', 'Design']",0,['Graphic Design'],"['Data', 'Entry', 'Graphic', 'Design']","[' clients', ' creating', ' projects', ' Designer', 'professional', ' skills', ' using', ' graphic', ' Design', ' designs', ' Graphic', ' software', ' experience', ' design', ' years', ' Creating', ' web']"
15,Ethiopia,0.0,0,Africa,['Management'],0,['Other'],['Management'],['work']
50,India,0.0,0,Asia,"['Article', 'RewritingArticle', 'WritingBlogBusiness', 'WritingCommunications']",0,['Content Writing'],"['Article', 'Rewriting', 'Article', 'Writing', 'Blog', 'Business', 'Writing', 'Communications']","[' clients', ' solutions', ' help', 'help', ' custom', ' professional']"
20,Philippines,0.0,0,Asia,"['Data', 'EntryVirtual', 'Assistant']",0,['Other'],"['Data', 'Entry', 'Virtual', 'Assistant']","[' experience', 'years']"
70,India,0.0,0,Asia,"['Data', 'EntryDatabase', 'Development']",0,['Other'],"['Data', 'Entry', 'Database', 'Development']",['data']
30,Croatia,0.0,0,Europe,"['2D', 'Drafting2D', 'Drawing3D', 'Architecture3D', 'CAD3D', 'Design']",0,"['Programming', 'Graphic Design']","['Drafting', 'Drawing', 'Architecture', 'Design']","[' clients', ' work', ' Design', ' experience', 'years', ' design']"
5,Guatemala,0.0,0,North America,"['Article', 'WritingCopywritingSpanish', 'TranslatorVideo', 'Editing']",0,"['Translation', 'Content Writing']","['Article', 'Writing', 'Copywriting', 'Spanish', 'Translator', 'Video', 'Editing']",['Adobe']
30,Nigeria,0.0,0,Other,"['AdvertisingCRMEmail', 'MarketingFacebook', 'AdsFacebook', 'Marketing']",0,['Marketing'],"['Advertising', 'Email', 'Marketing', 'Facebook', 'Ads', 'Facebook', 'Marketing']","['expert', ' website', ' experience', ' design', ' years', ' marketing', ' designer']"
10,Pakistan,0.0,0,Asia,"['Explainer', 'VideosMusic', 'VideoSocial', 'Video', 'MarketingVideo', 'Ads']",0,['Other'],"['Explainer', 'Videos', 'Music', 'Video', 'Social', 'Video', 'Marketing', 'Video', 'Ads']",['professional']
10,Mexico,0.0,0,North America,"['Amazon', 'Web', 'ServicesFacebook', 'MarketingHTMLHTML5Internet', 'Marketing']",0,['Web Development'],"['Amazon', 'Web', 'Services', 'Facebook', 'Marketing', 'Internet', 'Marketing']","[' designs', 'creating', ' work']"
10,Bangladesh,0.0,0,Asia,"['Banner', 'DesignBook', 'DesignBrochure', 'DesignBusiness', 'Card', 'Design']",0,['Graphic Design'],"['Banner', 'Design', 'Book', 'Design', 'Brochure', 'Design', 'Business', 'Card', 'Design']","[' expertise', ' Business', ' Social', ' Design', 'Design', ' Adobe']"
10,Bangladesh,0.0,0,Asia,"['Banner', 'DesignBook', 'Cover', 'DesignBrochure', 'DesignBusiness', 'Card', 'Design']",0,['Graphic Design'],"['Banner', 'Design', 'Book', 'Cover', 'Design', 'Brochure', 'Design', 'Business', 'Card', 'Design']","[' logo', ' Logo', ' Business', ' work', ' Social', ' Design', ' client', ' experience', ' years', 'graphic', ' designer', ' Designs']"
5,Bangladesh,0.0,0,Asia,"['Business', 'Card', 'DesignData', 'AnalysisData', 'EntryData', 'MiningData', 'Processing']",0,['Graphic Design'],"['Business', 'Card', 'Design', 'Data', 'Analysis', 'Data', 'Entry', 'Data', 'Mining', 'Data', 'Processing']","['data', ' expertise', ' digital', ' data', ' website', ' marketing', ' web', ' business']"
15,Pakistan,0.0,0,Asia,"['AI', 'Chatbot', 'DevelopmentAPI', 'IntegrationChatGPT', 'AI', 'IntegrationContent', 'Management', 'System (CMS)']",0,['Other'],"['Chatbot', 'Development', 'Integration', 'Chat', 'Integration', 'Content', 'Management', 'System']","[' Web', ' Software', ' solutions', ' expertise', 'custom', ' app', ' data', ' Custom', ' software', ' App', ' custom', ' design', ' Mobile']"
5,Bangladesh,0.0,0,Asia,"['Adobe', 'PhotoshopAffinity', 'PhotoPhoto', 'EditingPhoto', 'Restoration']",0,['Graphic Design'],"['Adobe', 'Photoshop', 'Affinity', 'Photo', 'Photo', 'Editing', 'Photo', 'Restoration']","[' expertise', 'professional', ' social', ' experience', ' Adobe', ' years']"
10,Pakistan,0.0,0,Asia,"['Arts &', 'CraftsBanner', 'DesignBusiness', 'Card', 'DesignCanvaClothesline', 'Installation']",0,['Graphic Design'],"['Arts', 'Crafts', 'Banner', 'Design', 'Business', 'Card', 'Design', 'Canva', 'Clothesline', 'Installation']","[' logo', ' BUSINESS', ' DESIGN', ' graphic', ' designs', ' EXPERT', ' experience', ' design', ' GRAPHIC', ' years', ' marketing', ' web', 'graphic', ' LOGO']"
5,Bangladesh,0.0,0,Asia,"['Article', 'SubmissionCustomer', 'SupportData', 'AnalyticsData', 'Cleansing']",0,['Content Writing'],"['Article', 'Submission', 'Customer', 'Support', 'Data', 'Analytics', 'Data', 'Cleansing']","[' Digital', ' SEO', ' digital', ' Data', 'professional', ' data', ' Google', ' expert', ' Social', ' Services', ' experience', ' years', ' Management', ' marketing', ' project']"
5,Bangladesh,0.0,0,Asia,"['Business', 'Card', 'DesignData', 'AnalysisData', 'EntryData', 'MiningData', 'Processing']",0,['Graphic Design'],"['Business', 'Card', 'Design', 'Data', 'Analysis', 'Data', 'Entry', 'Data', 'Mining', 'Data', 'Processing']","['data', ' expertise', ' digital', ' data', ' website', ' marketing', ' web', ' business']"
10,Mexico,0.0,0,North America,"['Amazon', 'Web', 'ServicesFacebook', 'MarketingHTMLHTML5Internet', 'Marketing']",0,['Web Development'],"['Amazon', 'Web', 'Services', 'Facebook', 'Marketing', 'Internet', 'Marketing']","[' designs', 'creating', ' work']"
5,Guatemala,0.0,0,North America,"['Article', 'WritingCopywritingSpanish', 'TranslatorVideo', 'Editing']",0,"['Translation', 'Content Writing']","['Article', 'Writing', 'Copywriting', 'Spanish', 'Translator', 'Video', 'Editing']",['Adobe']
10,Bangladesh,0.0,0,Asia,"['AdvertisingB2B', 'MarketingBing', 'AdsDigital', 'MarketingFacebook', 'Ads']",0,['Marketing'],"['Advertising', 'Marketing', 'Bing', 'Ads', 'Digital', 'Marketing', 'Facebook', 'Ads']","[' business', ' expertise', ' Google', 'digital', ' marketing', ' professional']"
15,Brazil,0.0,0,South America,"['Adobe', 'Creative', 'SuiteAdvertisement', 'DesignApp', 'DesignAxureCreative', 'Design']",0,['Graphic Design'],"['Adobe', 'Creative', 'Suite', 'Advertisement', 'Design', 'App', 'Design', 'Axure', 'Creative', 'Design']","[' digital', ' Data', ' User', ' work', ' Design', ' Marketing', ' Experience', ' experience', 'years', ' design', ' user', ' Content', ' business']"
20,Indonesia,0.0,0,Asia,"['Business', 'Card', 'DesignGraphic', 'DesignIllustratorLogo', 'DesignPhotoshop']",0,['Graphic Design'],"['Business', 'Card', 'Design', 'Graphic', 'Design', 'Illustrator', 'Logo', 'Design', 'Photoshop']","[' logo', 'graphic', ' designer', ' adobe']"
20,Indonesia,0.0,0,Asia,"['Business', 'Card', 'DesignGraphic', 'DesignIllustratorLogo', 'DesignPhotoshop']",0,['Graphic Design'],"['Business', 'Card', 'Design', 'Graphic', 'Design', 'Illustrator', 'Logo', 'Design', 'Photoshop']","[' logo', 'graphic', ' designer', ' adobe']"
70,India,0.0,0,Asia,"['Data', 'EntryDatabase', 'Development']",0,['Other'],"['Data', 'Entry', 'Database', 'Development']",['data']
30,Nigeria,0.0,0,Other,"['AdvertisingCRMEmail', 'MarketingFacebook', 'AdsFacebook', 'Marketing']",0,['Marketing'],"['Advertising', 'Email', 'Marketing', 'Facebook', 'Ads', 'Facebook', 'Marketing']","['expert', ' website', ' experience', ' design', ' years', ' marketing', ' designer']"
50,Argentina,0.0,0,South America,"['Amazon', 'AdsBing', 'AdsFacebook', 'AdsFacebook', 'MarketingFacebook', 'Pixel']",0,['Other'],"['Amazon', 'Ads', 'Bing', 'Ads', 'Facebook', 'Ads', 'Facebook', 'Marketing', 'Facebook', 'Pixel']","[' clients', ' digital', ' Expertise', ' Data', ' using', ' Google', 'digital', ' website', ' experience', ' years', ' marketing', ' client']"
