Name,Title,Location,Profile Link,Rating,Price,Degree
Dr. Rashedul I.,Bioinformatics PhD with 12+ years of experience across academia and industry for large-scale genomic data analysis.,Canada,,,USD 100/hr,N/A
Dr. Laudys E.,Doctora en Medicina,Dominican Republic,,,USD 30/hr,N/A
Dr. Paul G.,Freelance Engineer and Data Analyst with experience in education and product development,United States,,,USD 64/hr,N/A
Dr. Saeideh A.,Expert in Polymer Science | Nanocomposites | Scientific Writing & Consulting,Turkey,,,USD 35/hr,N/A
Dr. Ananda K.,"R&D Scientist with over a decade experience of formulation, synthesis and chemical analysis of materials",United States,,,USD 20/hr,N/A
Dr. Albert G.,"PhD, Pharma | Medical Writer",Spain,,,USD 50/hr,N/A
Dr. Fangzhou Y.,Advanced epidemiological & Statistical analysis using R | UK Biobank dataset expertise | SCI publication experience,China,,,USD 50/hr,N/A
Dr. Nadia R.,Scientific Writer & Freelance Scientist | Plant Biotechnology & Molecular Biology | 6+ Years Experience,Madagascar,,,USD 25/hr,N/A
Dr. Jamie K.,ACADEMIC PHARMACIST | EXPERT IN PHARMACY EDUCATION & EDUCATION RESEARCH | MENTAL HEALTH PRACTICE | MEDICAL WRITING,Canada,,,USD 300/hr,N/A
Dr. Manoj M.,"Civil & Environmental Engineer, Sustainable waste management expert with 20+ yr experience, IGBC Accredited Professional",India,,,USD 20/hr,N/A
Dr. Swagata S.,Neuroscience Researcher | Expert Content Writer | Research Analyst for Data-Driven Insights| Expert in SPSS,India,,,USD 15/hr,N/A
Dr. Reyhaneh D.,Plant Physiologist | Bioinformatics & Data Analyst | Freelance Expert in Botanical Research & Visualization,Iran,,,USD 12/hr,N/A
Dr. Chenan W.,Physicist | Condensed Matter & Quantum Optics,United States,,,USD 100/hr,N/A
Dr. Junaid Z.,Freelance Academic Research Writing | Research Papers (Academic Writer with 18+ years experience and 60 + Publications),Pakistan,,,USD 30/hr,N/A
Dr. Humna A.,Scientific and Medical writer | Bioscientist | Scientific Communication,Pakistan,,,USD 20/hr,N/A
Dr. Kashika A.,Freelance scientific writer and reviewer with expertise in the field of Biotechnology,Italy,,,USD 40/hr,N/A
Dr. Peter Y.,"Ph.D. Academic Writer, Mathematics Expert & Tutor | Research, Assign",Kenya,,,USD 8/hr,N/A
Dr. Kalab G.,Clinical Researcher | Expert in Systematic Reviews & Meta-analysis,Ethiopia,,,USD 50/hr,N/A
Dr. Alpay L.,Expert in Persuasive eHealth innovations | Scientific Reviewer | +30y experience in academia & healthcare organizations,Netherlands,,,USD 100/hr,N/A
Dr. Pierre D.,Expert in molecular docking and bio valuable products,France,,,USD 40/hr,N/A
Dr. Megan W.,Ph.D. Analytical Chemist with expertise in polymeric biomaterials,United States,,,USD 35/hr,N/A
Dr. Ishita B.,Expert in plant physiology and academic writing | C1 level German | Statistics and hypothesis testing,Germany,,,USD 15/hr,N/A
Dr. Stephanie B.,"PhD with extensive research experience in the social sciences including social work, public policy, and sociology.",United States,,,USD 50/hr,N/A
Dr. AKLILU ABRHAM R.,"Expert Data Analyst & Research Consultant | STATA, SPSS, R Specialist",Turkey,,,USD 15/hr,N/A
Dr. Alisdair T.,Scientific Consultant & Statistical Analyst with 15+ years experience,United Kingdom,,,USD 65/hr,N/A
Dr. Wael M.,Innovative Lead I&C Engineer | Mathematics & Physics Expert | AI & Automation Specialist with 26+ years,Egypt,,,USD 25/hr,N/A
Dr. Noura A A E.,"Dr. Noura A. A. Ebrahim, MSc, MD, PhD – Assistant Professor of Oncologic Pathology & Award-Winning Cancer Researcher",Egypt,,,USD 20/hr,N/A
Dr. Erick N.,"Freelance Statistician & Data Analyst | Expert in Mplus, Jamovi & SPSS | Specialist in Epidemiological/Clinical Research",Brazil,,,USD 150/hr,N/A
Dr. Dr. Zakir K.,Expert in Waste-to-Energy Technologies & Hydrogen Production | Carbon Capture Technologies | Process & Reactor Design,Pakistan,,,USD 30/hr,N/A
Dr. Dominion Favour F.,"Data Analyst | 2 Year of Experience in SPSS & Statistical Analysis | Health & Research Specialist""",Ghana,,,USD 17/hr,N/A
Dr. Sonia A.,"Food, nutritional & food supplement product development & process design expert",United States,,,USD 50/hr,N/A
Dr. Ankit Kumar S.,Expert medical researcher | Biostatistics analysis | Emergency physician,India,,,USD 50/hr,N/A
Dr. Isotta S.,Oncology & Biotech Expert | Tumor Immunology | Cell-Based Assays & In Vitro Diagnostics with 8+ years of experience,Italy,,,USD 250/hr,N/A
Dr. Christian P.,Experienced R&D Scientist & Data Analyst | Background in physics with ca 20 years of experience in Academia,Portugal,,,N/A,N/A
Dr. Elma Izze D.,"Nutritionist, Epidemiologist and Researcher with extensive experience in statistical analysis in health",Brazil,,,USD 50/hr,N/A
Dr. Daniela R.,Expert Statistician & Data Scientist | PhD | Specializing in Medical & Psychological Research,Germany,,,USD 100/hr,N/A
Dr. THIYAGARAJAN P.,Medical writer with 10+ years of experience in clinical research,India,,,N/A,N/A
Dr. Tapiwa M.,"PhD Entomologist | Expert in Integrated Pest Management, Biological Control, and Sustainable Agriculture Solutions",South Africa,,,USD 26/hr,N/A
Dr. Reynaud E.,"25 years expertise in Cell Biology, Tissue Engineering and Optical Microscopy, R&D and >100 publications",France,,,USD 125/hr,N/A
Dr. Laxmi sahithya U.,"""PharmD Graduate | Aspiring Medical Researcher and Writer with Strong Analytical and Communication Skills""",India,,,USD 1999/hr,N/A
Dr. Giusy A.,"PhD in Translational Medicine | Expert in Oncology Research, Medical Writing, and Regulatory Compliance",Italy,,,USD 80/hr,N/A
Dr. Raphael V.,Specialist in 3D Printing and Biodesign Technical Consultant with expertise in machine adaptation and problem-solving,Brazil,,,USD 34/hr,N/A
Dr. Abigail T.,Food Scientist | Science Communicator | Ghostwriting | YouTuber,United States,,,USD 175/hr,N/A
Dr. Jose Luis M.,"10+ Years of Research Expertise in Global Collaborations, Innovation, Food, Nutrition and Social Entrepreneurship.",Mexico,,,USD 150/hr,N/A
Dr. Ezequiel M.,Expert Bioinformatician with 20 years of experience in all types of NGS data,Spain,,,USD 50/hr,N/A
Dr. Débora M.,"Researcher in Behavioral Economics & Social Psychology | Statistician, Data Analyst & Statistics Professor. Consultant.",Argentina,,,USD 75/hr,N/A
Dr. Gabriel G.,"Specialist in Technical Writing, Research Analysis, and Materials Engineering",Brazil,,,USD 20/hr,N/A
Dr. Vandani V.,Cryptographer | Manuscript Writer | Expert in Data Anaysis using Python | Applied Mathematician,Canada,,,USD 100/hr,N/A
Dr. Abiola A.,Scientific Writer & Consultant | Statistical Analysis | R Expert | Cloud Workload Forecasting | Journal Reviewer,Canada,,,USD 70/hr,N/A
Dr. Susan S.,MD/PhD • Neuroscience • Scientific Communication,United States,,,USD 60/hr,N/A
Dr. Jovana Z.,Nuclear medicine resident,Serbia,,,USD 35/hr,N/A
Dr. Allan W.,An Adroit Thinker,Kenya,,,USD 20/hr,N/A
Dr. Farzad M.,R&D Project Manager | Energy & Process Expert | Waste-to-Energy | Chemical Recycling | Metal Recycling | Decarbonization,Sweden,,,USD 120/hr,N/A
Dr. Ceren A.,"Behavioral Scientist | Academic Research, Analysis, and Writing Consultant | Expert in R & SPSS & JASP",Netherlands,,,USD 80/hr,N/A
Dr. Corentin B.,Researcher in Mechanochemistry & Green Chemistry | Expert in Pharma Synthesis & AI/Automation Solutions,France,,,USD 120/hr,N/A
Dr. Simone C.,"Expert in RNA-LNPs for pulmonary delivery, gene editing, nebulization, formulation design, and scientific writing",Germany,,,USD 50/hr,N/A
Dr. Ricardo R.,"Freelance Bioinformatics, Machine Learning & Data Analyst | Expert in R & Python",Mexico,,,USD 100/hr,N/A
Dr. Mehnath S.,"Nanotechnology Researcher | Medical writer |Expert-Drug Delivery, Tissue Engineering, Cancer, TB Research",India,,,USD 25/hr,N/A
Dr. Farhan H.,"A Bioinformatics expert !! Skilled in machine learning, Python, R, and scientific writing (20+ years experience)",Pakistan,,,USD 50/hr,N/A
Dr. Michael A.,Epidemiologist | Biostatistician | Statistician | Data analyst,Canada,,,USD 50/hr,N/A
Dr. Vasundhra B.,Freelance writer specializing in toxicology and biotechnology.,United States,,,USD 45/hr,N/A
Dr. Alex Q.,"Interdisciplinary scientific researcher | Theoretical, computational, and optical physics | Side expertise in biology",United Kingdom,,,USD 50/hr,N/A
Dr. ANN MARIYA J.,"PHARM D PROFESSIONAL , PG DIPLOMA IN CLINICAL RESEARCH , ASSISTANT PROFESSOR , CRC PHASE 3&4 PEDIATRIC VACCINE TRIALS",United Arab Emirates,,,USD 100/hr,N/A
Dr. Ryan N.,Scientific and medical writer with 10+ years experience in academia specializing in Immunology and Physiology,Germany,,,USD 10/hr,N/A
Dr. Smita K.,"Experienced Researcher, Writer, and Project Leader with 17+ years of experience in Research and development",United Arab Emirates,,,USD 40/hr,N/A
Dr. Marlene Guadalupe L.,"Freelance Research Consultant | Expert in Clinical Epidemiology, Nutrition Science, and Statistical Analysis (SPSS & STA",Mexico,,,USD 50/hr,N/A
Dr. Sofia B.,Medical and regulatory writer with 7 years of experience in clinical research,Portugal,,,USD 30/hr,N/A
Dr. Estefania M.,"15+ years of experience as embedded bioinformatician, leveraging data science and technology in life sciences and health",Spain,,,USD 100/hr,N/A
Dr. Roberto P.,"Freelance biotech and nanomedicine PhD scientist, available as consultant, writer, and data analyst",Italy,,,USD 75/hr,N/A
Dr. José Q.,Medical Doctor | Clinical Research Specialist | Multilingual Expert in Medical Writing and Technical Translations,Spain,,,USD 40/hr,N/A
Dr. Monica R.,PhD Candidate in Neuroscience | Specialist in Sports Physiology | Clinical Psychology & Preventive Health | R & SPSS,Spain,,,USD 35/hr,N/A
Dr. Anouk M.,"Researcher and Editor in the Humanities | Gender, Diversity & Cultural Consulting",Germany,,,USD 70/hr,N/A
Dr. Bernadette S.,Freelance Writer and Researcher in Industrial Engineering and Engineering Education,South Africa,,,USD 30/hr,N/A
Dr. EMMANOUELA L.,PhD in Neurosciences with an expertise in Neurodegenerative Diseases,Greece,,,USD 40/hr,N/A
Dr. Sahar S.,"Antenna Design Specialist with Expertise in Compact, UWB, and mm-Wave Systems for Healthcare & IoT Applications",Ireland,,,USD 75/hr,N/A
Dr. Rania R.,"Environmental Chemist & Researcher | 5+ Years in Water Remediation, Sustainable Materials & Advanced Adsorption Techniqu",Algeria,,,USD 10/hr,N/A
,,,,, /hr,N/A
,,,,, /hr,N/A
,,,,, /hr,N/A
,,,,, /hr,N/A
,,,,, /hr,N/A
,,,,, /hr,N/A
,,,,, /hr,N/A
,,,,, /hr,N/A
,,,,, /hr,N/A
,,,,, /hr,N/A
,,,,, /hr,N/A
,,,,, /hr,N/A
,,,,, /hr,N/A
Dr. Choudhury P.,"Nanoelectronics, semiconductor electronics and optoelectronics expert",India,,,USD 15/hr,N/A
Dr. Carlos Alexandre H.,Biological writer with 10 years experience; especially on biophysics and biochemistry fields,Brazil,,,N/A,N/A
Dr. Utku G.,PhD Candidate in Metallurgy and Materials Engineer with 6 years experience as a Research Assistant.,Turkey,,,USD 100/hr,N/A
Dr. Eloho B.,"Educationist| Health & Social Science Researcher| Writer & Editor| Expert in Nvivo, Atlas.Ti, Dedoose & SPSS",United States,,,USD 50/hr,N/A
Dr. Ayse K.,Freelance Statistician Data Analyst & Expert in R,Turkey,,,N/A,N/A
Dr. Harikrishnan A.,Ph.D. graduate in microbiology with specialisation in small molecule discovery for microbiome editing,Germany,,,N/A,N/A
Dr. Bastienne W.,Science writer with a chemical background is best in making complicated matters sound easy.,Netherlands,,,USD 50/hr,N/A
Dr. Ramesh K.,Artificial Intelligence| Computer Vision| Machine Learning| Deep Learning,India,,,USD 100/hr,N/A
Dr. Daniel H.,Bioinformatics Scientist,United Kingdom,,,N/A,N/A
Dr. Avani Y.,Freelance Scientific Consultant & Writer/Editor,Australia,,,N/A,N/A
Dr. Bryan S.,Science writer and consultant with 12+ years of research and leadership experience,United States,,,USD 50/hr,N/A
Dr. Maya S.,"Biochemist. Speaking 6 languages. Expert in embryonic hematopoiesis, single-cell transcriptomics, teaching and writing.",Spain,,,USD 30/hr,N/A
Dr. Rüdiger L.,Neuroscience | Cognitive Science,Germany,,,USD 200/hr,N/A
Dr. Mary L.,Physical Sciences Editor | Ph.D. Analytical Chemistry (Oregon State University),United States,,,USD 24/hr,N/A
Dr. Felipe G.,"PhD-level expert in (Bio)statistics, MATLAB, Modeling",United States,,,N/A,N/A
Dr. Varun K.,Harvard and Stanford trained Neuroscience and Ophthalmology PhD Scientist with >8 years of research experience.,United States,,,USD 75/hr,N/A
Dr. Emmanuel V.,"Phd in clinical neuroscience, working on diffusion MRI image analysis. Postdoc in Natural Language Processing",France,,,USD 30/hr,N/A
Dr. Christian H.,Freelance materials science and engineering | expert in polymer composite,Indonesia,,,USD 10/hr,N/A
Dr. Chris R.,Qualitative research and evaluation | Administrative ethics,United States,,,USD 60/hr,N/A
Dr. Niel M.,Instrumentation scientist with expertise in data systems.,South Africa,,,USD 10/hr,N/A
Dr. Deepa S.,Freelance science writer with a PhD in Molecular Genetics and 5+ years experience in the Life Sciences industry,India,,,USD 20/hr,N/A
Dr. Mahmoud F.,Freelancer neuroscientist | Expert in Tissue Engineering and Regenerative Medicine | Stem Cells Researcher,United States,,,N/A,N/A
Dr. Barry Y.,Freelance Researcher & Data Analyst,United States,,,USD 50/hr,N/A
Dr. Harshad P.,"Cytology, Genetics, Taxonomy, Authentication of Plants, Ethanobotany Freelance",India,,,USD 50/hr,N/A
Dr. Aditi V.,Freelance science editor and writer with over 9 years of experience in research and publication,France,,,USD 35/hr,N/A
Dr. Warren P.,"Public Health, Development & Communication Specialist",United States,,,USD 55/hr,N/A
Dr. Mahantesh B.,N/A,Taiwan,,,USD 100/hr,N/A
Dr. Kevin K.,"Freelance Biomedical PhD with 10+ Years Experience in Molecular Biology, Data Analysis, Technical Writing, Grant Applications and More",United States,,,USD 50/hr,N/A
Dr. Deb M.,"Vice President, Global Clinical Affairs, Synthetic Biologics / Executive Medical Affairs Consultant at DM Consulting",United States,,,USD 190/hr,N/A
Dr. Amritha J.,N/A,United Kingdom,,,USD 15/hr,N/A
Dr. Praveen A.,N/A,India,,,USD 50/hr,N/A
Dr. Tapas Kumar M.,"Food Technologist, Expert in product development, Health foods, R&D,Food preservation, Quality control, HACCP. Having 22 years of experience",India,,,USD 90/hr,N/A
Dr. Rachel H.,Cell biology research scientist with a strong background in vascular and pulmonary physiology,United States,,,USD 30/hr,N/A
Dr. Hafid Z.,N/A,Morocco,,,USD 10/hr,N/A
Dr. Prof. D.,N/A,India,,,USD 750/hr,N/A
Dr. Magdiel A.,Data analyst and Simulation | Expert in R statistical software,Colombia,,,USD 25/hr,N/A
Dr. Martin J.,Independent Marine and Environmental Scientist,Ireland,,,USD 75/hr,N/A
Dr. Vidhi P.,Experienced Biochemist | Protein production specialist | Aspiring science communicator | Avid Learner | Let's Connect!,Singapore,,,USD 40/hr,N/A
Dr. Jade M.,N/A,Australia,,,N/A,N/A
Dr. Burcin I.,N/A,United States,,,USD 80/hr,N/A
Dr. Julia S.,N/A,United Kingdom,,,N/A,N/A
Dr. Negin V.,N/A,United States,,,USD 36/hr,N/A
Dr. Jeremy B.,Ph.D. in Molecular Sciences. Featured Health Writer on Medium. Science Communicator at The Industrial Evolution.,Italy,,,USD 20/hr,N/A
Dr. Thom W.,N/A,United States,,,N/A,N/A
Dr. André P.,Freelance Innovation Consultant ► EU Fundraising Specialist ■ Grant Writer ■ H2020 SME Instruments,France,,,N/A,N/A
Dr. James A.,N/A,United Kingdom,,,USD 60/hr,N/A
Dr. Paul B.,"Freelance Data Scientist, PhD",Japan,,,USD 99/hr,N/A
Dr. Pietro G.,"PhD, Research Engineer | Big Data and Numerical Optimization",Italy,,,USD 100/hr,N/A
Dr. Siddharth N.,N/A,India,,,USD 50/hr,N/A
Dr. Venkatesh K.,N/A,United States,,,USD 50/hr,N/A
Dr. Maša Č.,N/A,Slovenia,,,N/A,N/A
Dr. Victor H.,N/A,United States,,,USD 175/hr,N/A
Dr. Marta P.,N/A,Italy,,,USD 30/hr,N/A
Dr. Yivonn K.,N/A,Malaysia,,,USD 12/hr,N/A
Dr. Gregor Y.,N/A,United States,,,USD 50/hr,N/A
Dr. Lars B.,N/A,Switzerland,,,USD 150/hr,N/A
Dr. Ramya H.,N/A,India,,,USD 15/hr,N/A
Dr. Lisa A.,N/A,Canada,,,USD 35/hr,N/A
Dr. Abhishek R.,N/A,Canada,,,USD 30/hr,N/A
Dr. Gustavo Desire A.,Principal Research Scientist at National Institute of Agricultural Research,Uruguay,,,USD 95/hr,N/A
Dr. Jenhan T.,N/A,United States,,,USD 45/hr,N/A
Dr. Jonathan T.,N/A,United Kingdom,,,N/A,N/A
Dr. Christopher S.,N/A,United States,,,USD 50/hr,N/A
Dr. Imit K.,"Freelance Scientific advisor, writer & editor | content development",United States,,,USD 200/hr,N/A
Dr. Andrew M.,N/A,United States,,,N/A,N/A
Dr. Sanjana K.,Freelance Science Editor (Life Sciences),India,,,USD 30/hr,N/A
Dr. Liesel S.,N/A,United States,,,N/A,N/A
Dr. Josune A.,N/A,Spain,,,N/A,N/A
Dr. Rajendra K.,N/A,Netherlands,,,N/A,N/A
Dr. Debajyoti D.,N/A,India,,,N/A,N/A
Dr. Malini S.,Bioinformatics Researcher,India,,,USD 50/hr,N/A
Dr. Melissa O.,N/A,United States,,,N/A,N/A
Dr. Desislava B.,N/A,Germany,,,USD 15/hr,N/A
Dr. Suresh S.,N/A,New Zealand,,,N/A,N/A
Dr. Rachel K.,"Research psychologist with 15+ years experience facilitating product, policy, and research development",Canada,,,USD 825/hr,N/A
Dr. Stephen K.,N/A,United States,,,N/A,N/A
Dr. Kat I.,N/A,Australia,,,N/A,N/A
Dr. James E.,N/A,United Kingdom,,,N/A,N/A
Dr. Mike K.,Hands on cloud architect with strong analytic background including hypersonic fluid dynamics.,United States,,,N/A,N/A
Dr. Vikash V.,N/A,United States,,,N/A,N/A
Dr. Anup S.,N/A,United States,,,N/A,N/A
Dr. Donald M.,N/A,United States,,,N/A,N/A
Dr. Bojan T.,N/A,United States,,,N/A,N/A
Dr. Nidhi A.,N/A,Israel,,,USD 50/hr,N/A
Dr. Kristina B.,N/A,United States,,,USD 50/hr,N/A
Dr. Jiawei W.,N/A,Canada,,,N/A,N/A
Dr. Kamalika M.,N/A,United States,,,N/A,N/A
Dr. Piyush K.,N/A,United States,,,N/A,N/A
Dr. Siamak N.,N/A,United States,,,N/A,N/A
Dr. Jillian K.,N/A,United States,,,USD 32/hr,N/A
Dr. Athanasios D.,Group Leader Proteomics & Tissue remodelling,United Kingdom,,,USD 150/hr,N/A
Dr. Nitin S.,N/A,India,,,N/A,N/A
Dr. Sashi K.,Molecular biologist with 10+ year of experience in infection biology,N/A,,,N/A,N/A
Dr. Anubhav P.,N/A,Canada,,,USD 500/hr,N/A
Dr. Jonathan K.,N/A,United States,,,N/A,N/A
Dr. Ruth B.,N/A,United Kingdom,,,N/A,N/A
Dr. Cassie F.,N/A,United States,,,USD 120/hr,N/A
Dr. Ylenia P.,N/A,Italy,,,N/A,N/A
Dr. Naga Rajesh T.,N/A,United States,,,N/A,N/A
Dr. Jasmina D.,N/A,Bosnia and Herzegovina,,,N/A,N/A
Dr. Erika Y.,N/A,United States,,,N/A,N/A
Dr. Sanjaya K.,N/A,Australia,,,N/A,N/A
Dr. Romain E.,N/A,United Kingdom,,,N/A,N/A
Dr. Shu I.,N/A,Canada,,,N/A,N/A
Dr. Sara C.,Scientific/Medical Writer - Principal Scientist Expert in Cell and Molecular Biology and Immunology in Drug Discovery,United Kingdom,,,USD 80/hr,N/A
Dr. Babar H.,Scientific Writer & Editor | Expert in Pest Management & Research Design,Australia,,,USD 20/hr,N/A
Dr. Aleksandar K.,Professor at University of Belgrade | PhD in CS | Optimization and machine learning | Building software since 2008,Serbia,,,USD 100/hr,N/A
Dr. Jules R.,Virologist and Antibody Engineer with 10+ years experience,United States,,,N/A,N/A
Dr. RADHAKRISHNAM RAJU R.,"Postdoctoral Researcher | Expert in Synthetic Organic and Medicinal Chemistry, Over +10 years of exp in research field",Japan,,,USD 40/hr,N/A
Dr. Masood H.,"Lecturer at MUET, Jamshoro | Freelance Academic Researcher | Data Analysis, Report Writing and Article Reviews | Amal Fe",Pakistan,,,USD 20/hr,N/A
Dr. Joana A.,"Expert Molecular Biology Consultant | Specialized in Assay Development, Technical Writing, and Data Analysis",United States,,,USD 20/hr,N/A
Dr. Mustafa H.,Freelance Research Consultant and Computer Scientist | Automated regulatory compliance solutions | Literature Reviews,Australia,,,USD 125/hr,N/A
Dr. Melissa M.,"Ph.D. Chemist | Expert in Drug Synthesis, Compound Characterization, and Cheminformatics | Experienced Researcher & Educ",Canada,,,USD 50/hr,N/A
Dr. Anshika K.,Data Scientist | Hydrologist | R | Python| ArcGIS | Machine Learning | Modeling | Statistics | Stakeholder | Business,Canada,,,USD 40/hr,N/A
Dr. Sana S.,"Experienced Medical Researcher | Expert in Public Health, Pharmacoepidemiology, and SPSS Data Analysis with 20+ Public",Saudi Arabia,,,USD 50/hr,N/A
Dr. Claire H.,PhD Neuroscientist | In vitro models of neurological disease | Organ on a chip technology | Electrophysiology,United Kingdom,,,USD 50/hr,N/A
Dr. Lyne I.,Freelance content writter with 3 years of experience in medical and other various articles. Unlocking the Power of Words,Kenya,,,USD 10/hr,N/A
Dr. Eesha A.,Expert Computational Condensed Matter Physicist and Nanotechnologist offering advanced solutions to your complex challen,India,,,USD 99/hr,N/A
Dr. Sara S.,"Laboratory Director, expert in host-pathogen interactions",Portugal,,,USD 50/hr,N/A
Dr. Akshata N.,Physiology Educator | Freelance Editor | 10+ years of academic writing experience in endocrinology & molecular biology,United States,,,USD 65/hr,N/A
Dr. Alok S.,"Expert in AI, NLP & ML. PhD in Computer Science with 5+ years of experience in cutting-edge research. Let's build sma",United Kingdom,,,USD 1250/hr,N/A
Dr. Ronley C.,"I can write for you. Just give me the data in forms of graph, figures, and tables. I write them for you.",Philippines,,,USD 40/hr,N/A
Dr. Andrew M.,"Environmental Scientist (Expertise: Microbiology, Aquatic Chemistry, Biogeochemistry, Data Analysis, Writing)",United States,,,USD 15/hr,N/A
Dr. Erion B.,"Dr. Erion Bwambale: Leading Expert in Systematic Literature Review, Transforming Research Insights Across Disciplines",Uganda,,,USD 100/hr,N/A
Dr. Saurav G.,Experienced Molecular Biologist & Geneticist | PhD | Expertise in Molecular Biology & Neurodegeneration Research,Germany,,,N/A,N/A
Dr. Hussien A.,Freelance Scientific and Regulatory Writer | MD and MSc in Clinical Research | 9 Years of Experience,United States,,,USD 60/hr,N/A
Dr. Babar Z.,Assistant Professor | Academician | Data Scientist | Machine Learning | Statistician | Researcher | Biostatistics |,Pakistan,,,USD 30/hr,N/A
Dr. Daniel U.,Scientific & Medical Writer | Research Specialist | Grant Writer,Canada,,,USD 50/hr,N/A
Dr. Isobel O.,Immunology Expert | Bridging Research and Teaching | Translational Science Advocate,Canada,,,USD 50/hr,N/A
Dr. Sarangi J.,Freelance researcher expertise in Microbiology,Japan,,,USD 20/hr,N/A
Dr. Mattia L.,"PhD Polymer Chemist | Expert in Polymer Research, Materials Development, and Consulting",Italy,,,USD 25/hr,N/A
Dr. Diana-Luisa A.,"Freelancee Statistician & Data Analyst, PhD - I am good with Excel, SPSS and R. I also have 5y experience in Academia",Romania,,,USD 25/hr,N/A
Dr. Samir A.,"Prof. in faculty of Eng., 30+ years of worldwide consultancy and research experience in coastal development projects.",Egypt,,,USD 60/hr,N/A
Dr. Shaoni B.,Cancer Biology I Virology I Molecular Biology,France,,,USD 150/hr,N/A
Dr. Camilo R.,Expert in Advanced Water Treatment Technologies | Specialist in Organic Contaminant Analysis and Oxidation Processes,Chile,,,N/A,N/A
Dr. Carlo G.,Molecular and cell biologist focused on genetics and early embryological processes. Freelance Scientific Editor/Writer,Italy,,,USD 25/hr,N/A
Dr. Luis B.,"Experienced Astrophysicist and Mathematician | Expert in Computational Physics, Problem Solving, and Scientific Writing",Australia,,,USD 50/hr,N/A
Dr. Tyler B.,Experienced Scientific Communicator | Degenerative Disease | Aging | Cell Biology,United States,,,USD 35/hr,N/A
Dr. Shahbaz R.,"Microbiome, metagenome, one health, medical and environmental microbiology",South Korea,,,USD 40/hr,N/A
Dr. Jayaramakrishnan V.,Materials Researcher in Crystals & orNanocrystals |Spectroscopy & Ultrafast Laser Techniques | 10+ Years in Acadamic,United Kingdom,,,USD 30/hr,N/A
Dr. Maricruz R.,Motivated Researcher PhD candidate in Biomedical Sciences.,Mexico,,,USD 12/hr,N/A
Dr. Amin I.,"Expert in Materials, Corrosion and Process Engineering, Financial Modeling and Analysis of Engineering Projects",Canada,,,USD 50/hr,N/A
Dr. Agatha O.,"Freelance Scientific Writer, 10+ years of experience in neuroscience pre-clinical research.",France,,,USD 10/hr,N/A
Dr. Branislav P.,PhD. ORGANIC CHEMISTRY / CHEMICAL DATABASES LITERATURE SEARCH / TAILORED SYNTHETIC RESEARCH / SCIENTIFIC WRITINGS,Slovakia,,,USD 40/hr,N/A
Dr. Marilyn P.,Expert in Curriculum Design and Program Development: Driving Social Change with Proven Results,United States,,,USD 120/hr,N/A
Dr. Shalik Ram J.,Material Scientist | R&D Projects | Technical Writing & Grant Proposals | Data Analysis | Educational Activities,South Korea,,,USD 100/hr,N/A
Dr. Kamran S.,Expert in Academic Writing and Research | Specializing in Thesis Composition and LaTeX Formatting,Pakistan,,,USD 20/hr,N/A
Dr. Sean D.,"Medical writer. General surgeon. Residency - Mayo Clinic, Rochester, MN. MD - Texas A&M University.",United States,,,USD 130/hr,N/A
Dr. Megha P.,Stem Cell Researcher and Bioprocessing scientist with programme lead experience,United Kingdom,,,USD 76/hr,N/A
Dr. DAVID A.,"I Am Experienced Mathematician,Researcher and Consultant with expertise in SPSS,EXCEL,STATA and EViews Data Analysis.",Kenya,,,USD 10/hr,N/A
Dr. Tariq M.,Research and Academic Expert,Bahrain,,,USD 10/hr,N/A
Dr. Dr. Kimaya M.,Freelance scientific writer and editor| Expert in Biology and nano medicine 5 years of writing experience,N/A,,,N/A,N/A
Dr. Anqi Q.,Computational Materials Scientist with 5+ years of experience as full-time researcher,United States,,,USD 20/hr,N/A
Dr. Lucy L.,Healthcare Data Scientist | 10+ years experience | Python/R/SQL | AI/ML/Stats,United States,,,USD 250/hr,N/A
Dr. Pierre Eric M.,"Experienced economist and policy writer. Available for all types of projects: Academics, government, NGO, or private.",Canada,,,USD 50/hr,N/A
Dr. Tatiana M.,Medical writer with 14+ years of experience in clinical research.,,,,USD 65/hr,N/A
Dr. Dr. Aayushi S.,Freelance Biomedical Editor & Researcher. Expert in Immunology & Cancer,,,,USD 70/hr,N/A
Dr. Singh S.,"Freelance Statistician and Data Analyst expert in SPSS, Writer and Proof-reader",India,,,USD 21/hr,N/A
Dr. Lalit K.,Ph.D. in Agriculture Entomology with specialisation in vegetable sciences.,India,,,USD 12/hr,N/A
Dr. Nishtha K.,"Medical Consultant, Research expert and Academician | 13 years of experience in Healthcare and Clinical Research",India,,,USD 50/hr,N/A
Dr. Caroline K.,Research Fellow at Imperial College London | Expert in Diagnostics and Personalised Medicine,United Kingdom,,,USD 80/hr,N/A
Dr. Enateri A.,Freelance Medical writer | Publications | Tissue engineering & Regenerative medicine | 10+ years experience,United Kingdom,,,USD 45/hr,N/A
Dr. Muhammad Nasir R.,"Research Project Consultant, Manuscript Writing, Editing & Reviewing, Plotting, Data Analysis, Expert of VASP & WIEN2K",Pakistan,,,USD 20/hr,N/A
Dr. Maria M.,Doctorate Trained Registered Dietitian,United States,,,USD 75/hr,N/A
Dr. Katerina G.,Data Scientist & Quantitative Analyst | Expert in Forecasting and AI | ML | Econometrics | 10 + years experience,United States,,,USD 70/hr,N/A
